Quarter,Minute,Second,Down,ToGo,SeriesFirstDown,Yards,Formation,PlayType,PassType,RushDirection,YardLineFixed,YardLineDirection
1,8,54,4,4,0,0,PUNT,PUNT,,,29,OWN
1,5,20,1,10,0,0,UNDER CENTER,PASS,SHORT RIGHT,,21,OWN
1,5,16,2,20,0,2,UNDER CENTER,RUSH,,LEFT GUARD,11,OWN
1,4,38,3,18,0,18,SHOTGUN,PASS,SHORT LEFT,,13,OWN
1,4,16,1,10,0,7,UNDER CENTER,RUSH,,RIGHT TACKLE,46,OWN
1,3,42,2,3,0,1,UNDER CENTER,RUSH,,RIGHT END,47,OPP
1,0,22,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
1,0,0,0,0,1,0,,,,,0,OWN
2,14,55,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,12,55,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,11,6,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,8,11,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,7,26,1,10,0,9,UNDER CENTER,PASS,SHORT RIGHT,,25,OWN
2,6,47,2,1,1,5,UNDER CENTER,RUSH,,RIGHT TACKLE,34,OWN
2,6,14,1,10,0,0,UNDER CENTER,PASS,DEEP RIGHT,,39,OWN
2,6,6,2,10,0,1,UNDER CENTER,RUSH,,LEFT TACKLE,39,OWN
2,5,25,3,9,0,0,SHOTGUN,PASS,SHORT LEFT,,40,OWN
2,5,22,4,9,0,0,PUNT,PUNT,,,40,OWN
2,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
2,1,20,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,1,8,1,10,1,16,UNDER CENTER,RUSH,,LEFT TACKLE,8,OWN
2,0,45,1,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,24,OWN
2,0,41,2,10,0,3,SHOTGUN,RUSH,,CENTER,24,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,12,53,1,10,0,4,UNDER CENTER,RUSH,,LEFT TACKLE,8,OWN
3,12,24,1,12,0,6,UNDER CENTER,SCRAMBLE,,,6,OWN
3,11,40,2,6,0,0,UNDER CENTER,PASS,SHORT RIGHT,,12,OWN
3,11,15,3,6,1,11,SHOTGUN,PASS,SHORT LEFT,,12,OWN
3,10,46,1,10,0,1,UNDER CENTER,RUSH,,RIGHT GUARD,23,OWN
3,10,4,2,9,0,0,SHOTGUN,PASS,DEEP RIGHT,,24,OWN
3,9,58,1,10,1,26,UNDER CENTER,PASS,DEEP RIGHT,,48,OWN
3,7,28,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,3,14,1,10,0,26,UNDER CENTER,PASS,SHORT RIGHT,,39,OWN
3,2,53,1,11,1,25,UNDER CENTER,RUSH,,LEFT GUARD,38,OWN
4,14,55,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,0,0,0,0,1,0,UNDER CENTER,,,,0,OWN
1,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,9,9,1,10,0,-2,UNDER CENTER,RUSH,,RIGHT END,25,OWN
1,8,33,2,12,0,0,UNDER CENTER,PASS,SHORT RIGHT,,23,OWN
1,8,27,3,12,0,0,SHOTGUN,PASS,DEEP LEFT,,23,OWN
1,8,22,4,12,0,0,PUNT,PUNT,,,23,OWN
1,8,3,1,10,0,-5,SHOTGUN,RUSH,,LEFT END,25,OWN
1,7,26,2,15,0,0,SHOTGUN,NO PLAY,,,20,OWN
1,7,7,2,20,0,0,SHOTGUN,PASS,SHORT MIDDLE,,15,OWN
1,7,2,3,20,0,0,SHOTGUN,PASS,DEEP LEFT,,15,OWN
1,6,55,4,20,0,0,PUNT,PUNT,,,15,OWN
1,5,22,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,0,0,0,0,1,0,,,,,0,OWN
2,14,18,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,14,13,1,10,0,0,SHOTGUN,PASS,DEEP MIDDLE,,25,OWN
2,14,4,2,10,0,6,SHOTGUN,RUSH,,RIGHT TACKLE,25,OWN
2,13,24,3,4,1,9,SHOTGUN,SCRAMBLE,,,31,OWN
2,12,45,1,10,0,0,SHOTGUN,PASS,SHORT MIDDLE,,40,OWN
2,12,40,2,10,0,7,UNDER CENTER,RUSH,,LEFT END,40,OWN
2,12,7,3,3,0,9,UNDER CENTER,RUSH,,LEFT END,47,OWN
2,11,42,3,3,0,5,SHOTGUN,PASS,SHORT MIDDLE,,47,OWN
2,7,33,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
2,6,28,1,10,1,27,UNDER CENTER,PASS,DEEP RIGHT,,35,OWN
2,2,3,1,10,0,2,UNDER CENTER,RUSH,,RIGHT TACKLE,47,OWN
2,1,59,0,0,1,0,UNDER CENTER,,,,0,OWN
2,1,59,2,8,0,7,SHOTGUN,PASS,SHORT RIGHT,,49,OWN
2,1,53,2,18,0,0,SHOTGUN,PASS,SHORT MIDDLE,,39,OWN
2,1,49,3,18,0,15,SHOTGUN,PASS,SHORT MIDDLE,,39,OWN
2,1,27,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,1,27,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
2,0,10,1,10,0,0,UNDER CENTER,QB KNEEL,,,11,OWN
2,0,0,0,0,1,0,,,,,0,OWN
3,14,56,1,10,0,0,UNDER CENTER,PASS,SHORT RIGHT,,23,OWN
3,14,51,2,10,1,17,SHOTGUN,PASS,SHORT LEFT,,23,OWN
3,14,22,1,10,0,-1,UNDER CENTER,RUSH,,RIGHT GUARD,40,OWN
3,13,53,2,11,0,2,SHOTGUN,SCRAMBLE,,,39,OWN
3,13,11,3,9,0,3,SHOTGUN,PASS,SHORT RIGHT,,41,OWN
3,12,34,4,6,0,0,PUNT,PUNT,,,44,OWN
3,3,14,1,10,0,4,UNDER CENTER,RUSH,,LEFT TACKLE,25,OWN
3,2,40,2,6,0,1,UNDER CENTER,RUSH,,CENTER,29,OWN
3,2,2,3,5,1,7,SHOTGUN,PASS,SHORT RIGHT,,30,OWN
3,1,23,1,10,0,0,UNDER CENTER,PASS,DEEP RIGHT,,37,OWN
3,1,16,2,10,0,4,SHOTGUN,RUSH,,RIGHT TACKLE,37,OWN
3,0,37,3,6,0,0,SHOTGUN,PASS,SHORT LEFT,,41,OWN
3,0,32,4,6,0,0,PUNT,PUNT,,,41,OWN
3,0,0,0,0,1,0,,,,,0,OWN
4,10,21,1,10,0,-2,SHOTGUN,PASS,SHORT LEFT,,10,OWN
4,9,57,2,12,0,10,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,8,OWN
4,9,38,3,2,0,0,UNDER CENTER,RUSH,,CENTER,18,OWN
4,8,59,4,2,1,4,UNDER CENTER,RUSH,,RIGHT GUARD,18,OWN
4,8,30,1,10,1,14,SHOTGUN,PASS,SHORT MIDDLE,,22,OWN
4,8,0,1,10,0,2,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,36,OWN
4,7,27,2,8,0,0,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,38,OWN
4,7,22,3,8,1,23,SHOTGUN,PASS,DEEP MIDDLE,,38,OWN
4,6,3,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,5,27,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,2,28,1,10,0,0,SHOTGUN,PASS,SHORT MIDDLE,,15,OWN
4,2,22,2,10,1,10,SHOTGUN,PASS,SHORT LEFT,,15,OWN
4,2,17,1,10,1,30,SHOTGUN,PASS,SHORT LEFT,,25,OWN
4,0,43,1,8,0,4,SHOTGUN,PASS,SHORT LEFT,,8,OPP
4,0,47,1,10,0,0,SHOTGUN,PASS,DEEP LEFT,,17,OPP
4,0,54,1,10,1,21,SHOTGUN,PASS,SHORT MIDDLE,,38,OPP
4,1,1,1,10,1,11,NO HUDDLE SHOTGUN,PASS,SHORT MIDDLE,,49,OPP
4,5,15,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
4,5,20,2,2,1,6,SHOTGUN,PASS,SHORT MIDDLE,,6,OPP
4,5,51,1,10,0,8,UNDER CENTER,PASS,SHORT MIDDLE,,14,OPP
4,6,22,2,10,1,11,SHOTGUN,SCRAMBLE,,,25,OPP
4,6,26,1,10,0,0,SHOTGUN,PASS,SHORT LEFT,,25,OPP
4,7,14,2,10,1,12,SHOTGUN,PASS,SHORT MIDDLE,,37,OPP
4,7,17,1,10,0,0,UNDER CENTER,PASS,SHORT RIGHT,,37,OPP
3,0,32,4,21,0,0,FIELD GOAL,FIELD GOAL,,,25,OPP
3,1,7,3,9,0,-12,SHOTGUN,SACK,,,13,OPP
3,1,52,2,10,0,1,UNDER CENTER,RUSH,,CENTER,14,OPP
3,1,56,1,10,0,0,SHOTGUN,PASS,SHORT LEFT,,14,OPP
3,2,44,3,12,1,18,SHOTGUN,PASS,SHORT RIGHT,,32,OPP
3,3,29,2,17,0,5,SHOTGUN,PASS,SHORT RIGHT,,37,OPP
3,3,47,2,8,0,0,UNDER CENTER,RUSH,,LEFT END,28,OPP
3,4,30,1,10,0,2,UNDER CENTER,SCRAMBLE,,,30,OPP
3,4,43,4,1,0,0,UNDER CENTER,NO PLAY,,,36,OPP
3,5,31,3,2,0,1,UNDER CENTER,RUSH,,RIGHT TACKLE,37,OPP
3,6,11,2,5,0,0,SHOTGUN,EXCEPTION,,,40,OPP
3,6,45,1,10,0,5,SHOTGUN,RUSH,,CENTER,45,OPP
1,8,12,4,6,0,0,FIELD GOAL,FIELD GOAL,,,10,OPP
1,8,55,3,9,0,3,SHOTGUN,SCRAMBLE,,,13,OPP
1,8,58,2,9,0,0,SHOTGUN,PASS,SHORT RIGHT,,13,OPP
1,9,39,1,10,0,1,UNDER CENTER,RUSH,,LEFT END,14,OPP
4,13,12,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
4,14,29,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
4,14,36,1,10,1,17,NO HUDDLE,PASS,DEEP LEFT,,17,OPP
4,15,0,1,10,1,12,SHOTGUN,PASS,SHORT LEFT,,29,OPP
3,0,46,3,4,1,11,SHOTGUN,PASS,SHORT RIGHT,,40,OPP
3,0,53,2,4,0,0,NO HUDDLE,PASS,DEEP LEFT,,40,OPP
3,1,29,1,10,0,6,UNDER CENTER,RUSH,,RIGHT GUARD,46,OPP
3,5,36,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
3,5,40,1,10,1,10,NO HUDDLE SHOTGUN,RUSH,,CENTER,10,OPP
2,0,4,2,3,0,0,FIELD GOAL,FIELD GOAL,,,24,OPP
2,0,12,1,10,0,7,SHOTGUN,SCRAMBLE,,,31,OPP
2,6,52,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
2,6,58,3,13,1,16,SHOTGUN,PASS,SHORT MIDDLE,,16,OPP
2,7,4,3,3,0,6,SHOTGUN,PASS,SHORT LEFT,,6,OPP
2,7,43,2,4,0,1,NO HUDDLE SHOTGUN,RUSH,,CENTER,7,OPP
2,8,8,1,10,0,6,UNDER CENTER,PASS,SHORT MIDDLE,,13,OPP
2,8,25,2,6,1,24,NO HUDDLE,PASS,SHORT MIDDLE,,37,OPP
2,8,50,1,10,0,4,UNDER CENTER,RUSH,,CENTER,41,OPP
2,14,4,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
1,3,27,1,10,1,12,UNDER CENTER,RUSH,,LEFT END,12,OPP
1,4,2,2,9,1,10,SHOTGUN,PASS,SHORT MIDDLE,,22,OPP
1,4,36,1,10,0,1,SHOTGUN,RUSH,,CENTER,23,OPP
1,5,8,2,4,0,24,UNDER CENTER,PASS,DEEP LEFT,,47,OPP
1,9,10,3,8,1,55,SHOTGUN,PASS,SHORT MIDDLE,,19,OPP
1,9,51,2,10,0,2,UNDER CENTER,PASS,SHORT MIDDLE,,21,OPP
1,9,56,1,10,0,0,NO HUDDLE,PASS,DEEP RIGHT,,21,OPP
1,10,19,2,9,1,12,UNDER CENTER,RUSH,,RIGHT TACKLE,33,OPP
1,11,1,1,10,0,1,SHOTGUN,PASS,SHORT RIGHT,,34,OPP
1,11,36,1,10,1,13,UNDER CENTER,RUSH,,LEFT END,47,OPP
1,12,11,3,1,1,2,UNDER CENTER,RUSH,,LEFT TACKLE,49,OPP
1,5,24,4,1,0,0,SHOTGUN,RUSH,,LEFT GUARD,15,OPP
1,6,8,3,1,0,0,UNDER CENTER,RUSH,,RIGHT GUARD,15,OPP
1,6,40,2,7,0,6,UNDER CENTER,RUSH,,RIGHT TACKLE,21,OPP
1,7,19,1,10,0,3,UNDER CENTER,PASS,SHORT LEFT,,24,OPP
1,7,26,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
1,7,32,3,3,1,3,SHOTGUN,PASS,SHORT LEFT,,3,OPP
4,5,24,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
4,5,29,2,4,1,4,UNDER CENTER,RUSH,,RIGHT GUARD,4,OPP
4,6,5,1,7,0,3,SHOTGUN,RUSH,,CENTER,7,OPP
4,6,35,3,3,0,0,UNDER CENTER,RUSH,,LEFT END,15,OPP
4,6,55,3,8,0,0,SHOTGUN,NO PLAY,,,20,OPP
4,7,38,2,10,0,2,UNDER CENTER,RUSH,,LEFT END,22,OPP
4,8,20,1,10,0,0,SHOTGUN,RUSH,,CENTER,22,OPP
4,9,6,2,7,1,8,SHOTGUN,RUSH,,LEFT END,30,OPP
4,9,49,1,10,0,3,UNDER CENTER,RUSH,,LEFT GUARD,33,OPP
4,10,33,2,1,1,3,SHOTGUN,RUSH,,RIGHT GUARD,36,OPP
4,11,15,1,10,0,9,UNDER CENTER,RUSH,,RIGHT END,45,OPP
3,6,51,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
3,6,56,1,3,1,3,UNDER CENTER,RUSH,,LEFT END,3,OPP
3,7,2,3,8,0,0,SHOTGUN,PASS,DEEP RIGHT,,15,OPP
3,7,41,2,14,0,6,SHOTGUN,PASS,SHORT MIDDLE,,21,OPP
3,8,20,1,10,0,-4,UNDER CENTER,RUSH,,LEFT END,17,OPP
3,12,8,4,2,0,0,FIELD GOAL,FIELD GOAL,,,32,OPP
3,12,12,3,2,0,0,SHOTGUN,PASS,SHORT RIGHT,,32,OPP
3,12,23,3,2,0,32,SHOTGUN,PASS,DEEP RIGHT,,32,OPP
3,13,1,2,10,0,8,SHOTGUN,SCRAMBLE,,,40,OPP
3,13,8,1,10,0,0,UNDER CENTER,PASS,DEEP LEFT,,40,OPP
2,3,42,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
2,6,28,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
2,6,37,1,10,1,13,SHOTGUN,SCRAMBLE,,,13,OPP
2,7,12,1,10,1,11,SHOTGUN,PASS,SHORT RIGHT,,24,OPP
2,7,18,3,11,0,0,SHOTGUN,PASS,SHORT LEFT,,29,OPP
2,7,57,2,10,0,-1,UNDER CENTER,RUSH,,LEFT GUARD,28,OPP
2,8,2,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,28,OPP
2,8,30,1,10,1,11,UNDER CENTER,PASS,SHORT MIDDLE,,39,OPP
1,7,37,3,7,0,0,SHOTGUN,PASS,SHORT LEFT,,7,OPP
1,7,43,2,7,0,0,SHOTGUN,PASS,SHORT RIGHT,,7,OPP
1,7,47,1,7,0,0,SHOTGUN,PASS,SHORT RIGHT,,7,OPP
1,8,18,3,10,1,17,SHOTGUN,PASS,DEEP RIGHT,,24,OPP
1,8,25,2,10,0,0,SHOTGUN,PASS,DEEP RIGHT,,24,OPP
1,8,33,1,10,0,0,SHOTGUN,PASS,DEEP RIGHT,,24,OPP
1,9,15,2,1,1,2,SHOTGUN,RUSH,,LEFT GUARD,26,OPP
1,9,47,1,10,0,9,SHOTGUN,PASS,SHORT RIGHT,,35,OPP
1,10,23,3,1,1,3,SHOTGUN,RUSH,,CENTER,38,OPP
1,10,55,2,10,0,9,UNDER CENTER,RUSH,,RIGHT END,47,OPP
1,10,57,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,47,OPP
4,6,30,4,10,0,0,PUNT,PUNT,,,40,OPP
4,6,30,4,5,0,0,UNDER CENTER,PUNT,,,35,OPP
4,6,35,3,5,0,0,SHOTGUN,PASS,DEEP RIGHT,,35,OPP
4,7,20,2,6,0,1,UNDER CENTER,RUSH,,CENTER,36,OPP
4,8,3,1,10,0,4,UNDER CENTER,RUSH,,CENTER,40,OPP
3,6,25,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
3,6,39,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
3,6,44,3,1,1,1,SHOTGUN,PASS,SHORT RIGHT,,1,OPP
3,7,20,2,4,0,3,SHOTGUN,PASS,SHORT RIGHT,,4,OPP
3,8,0,1,9,0,5,UNDER CENTER,RUSH,,RIGHT TACKLE,9,OPP
3,8,40,1,10,1,30,SHOTGUN,PASS,DEEP RIGHT,,39,OPP
3,12,58,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
3,13,5,1,1,1,1,SHOTGUN,PASS,SHORT LEFT,,1,OPP
2,0,44,4,15,0,0,FIELD GOAL,FIELD GOAL,,,30,OPP
2,0,47,3,15,0,0,SHOTGUN,PASS,SHORT MIDDLE,,30,OPP
2,1,1,2,18,0,3,SHOTGUN,PASS,SHORT LEFT,,33,OPP
2,1,8,2,8,0,20,SHOTGUN,PASS,SHORT LEFT,,23,OPP
2,1,49,1,10,0,2,SHOTGUN,RUSH,,RIGHT GUARD,25,OPP
2,3,16,4,15,0,0,FIELD GOAL,FIELD GOAL,,,17,OPP
2,3,21,3,15,0,0,SHOTGUN,PASS,SHORT RIGHT,,17,OPP
2,4,4,2,13,0,-2,SHOTGUN,SACK,,,15,OPP
2,4,43,1,10,0,-3,UNDER CENTER,RUSH,,RIGHT END,12,OPP
2,5,27,3,3,1,31,NO HUDDLE SHOTGUN,PASS,DEEP MIDDLE,,43,OPP
2,6,7,2,10,0,7,UNDER CENTER,RUSH,,LEFT END,50,OPP
2,6,13,1,10,0,0,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,50,OPP
2,10,44,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
2,10,48,1,4,1,4,SHOTGUN,RUSH,,RIGHT TACKLE,4,OPP
2,11,16,2,5,0,-11,SHOTGUN,SACK,,,9,OPP
2,12,3,1,10,0,5,SHOTGUN,PASS,SHORT RIGHT,,14,OPP
2,12,39,2,4,1,5,UNDER CENTER,RUSH,,CENTER,19,OPP
2,13,17,1,10,0,6,UNDER CENTER,RUSH,,CENTER,25,OPP
2,13,46,1,10,1,12,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,37,OPP
2,14,23,1,10,1,12,UNDER CENTER,RUSH,,RIGHT TACKLE,49,OPP
1,5,5,4,6,0,0,FIELD GOAL,FIELD GOAL,,,6,OPP
1,5,13,3,6,0,0,SHOTGUN,PASS,SHORT RIGHT,,6,OPP
1,5,41,2,10,0,4,SHOTGUN,PASS,SHORT LEFT,,10,OPP
1,6,18,1,18,0,8,SHOTGUN,SCRAMBLE,,,18,OPP
1,6,23,1,8,0,8,SHOTGUN,PASS,SHORT LEFT,,8,OPP
1,7,3,3,2,1,8,SHOTGUN,PASS,SHORT LEFT,,16,OPP
1,7,42,2,5,0,3,UNDER CENTER,RUSH,,CENTER,19,OPP
1,8,19,1,10,0,5,NO HUDDLE SHOTGUN,SCRAMBLE,,,24,OPP
1,8,54,2,6,1,24,NO HUDDLE,PASS,SHORT LEFT,,48,OPP
4,5,11,4,4,0,0,SHOTGUN,PASS,DEEP RIGHT,,27,OPP
4,5,18,3,4,0,0,SHOTGUN,PASS,SHORT LEFT,,27,OPP
4,5,58,2,4,0,0,SHOTGUN,PASS,SHORT RIGHT,,27,OPP
4,6,34,1,10,0,6,SHOTGUN,RUSH,,CENTER,33,OPP
4,7,38,1,10,0,-9,NO HUDDLE,SACK,,,44,OPP
3,3,27,4,6,0,0,PUNT,PUNT,,,41,OPP
3,3,30,3,6,0,0,SHOTGUN,PASS,SHORT RIGHT,,41,OPP
3,3,34,2,6,0,0,SHOTGUN,PASS,DEEP LEFT,,41,OPP
3,4,13,1,10,0,4,UNDER CENTER,PASS,SHORT MIDDLE,,45,OPP
3,7,28,4,2,0,0,FIELD GOAL,FIELD GOAL,,,22,OPP
3,7,37,3,2,0,0,UNDER CENTER,PASS,SHORT RIGHT,,22,OPP
3,14,4,2,1,0,0,UNDER CENTER,PASS,SHORT MIDDLE,,48,OPP
2,0,8,4,4,0,0,FIELD GOAL,FIELD GOAL,,,35,OPP
2,0,13,3,6,0,2,SHOTGUN,PASS,SHORT RIGHT,,37,OPP
2,0,13,3,11,0,0,SHOTGUN,NO PLAY,,,42,OPP
2,0,17,2,11,0,0,SHOTGUN,PASS,DEEP MIDDLE,,42,OPP
2,0,30,2,6,0,0,NO HUDDLE SHOTGUN,NO PLAY,,,37,OPP
2,1,5,1,10,0,3,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,41,OPP
1,3,3,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
1,3,9,1,3,1,3,UNDER CENTER,RUSH,,CENTER,3,OPP
1,3,14,2,7,0,0,SHOTGUN,PASS,SHORT MIDDLE,,7,OPP
1,3,52,1,8,0,1,UNDER CENTER,RUSH,,LEFT TACKLE,8,OPP
1,4,33,2,10,1,10,SHOTGUN,RUSH,,LEFT TACKLE,18,OPP
1,4,37,1,10,0,0,SHOTGUN,PASS,SHORT MIDDLE,,18,OPP
1,5,21,4,3,1,18,SHOTGUN,PASS,SHORT MIDDLE,,36,OPP
1,6,7,3,4,0,1,SHOTGUN,PASS,SHORT RIGHT,,37,OPP
1,7,15,1,10,0,2,NO HUDDLE,PASS,SHORT LEFT,,43,OPP
1,7,38,3,1,1,3,UNDER CENTER,PASS,SHORT LEFT,,46,OPP
1,7,57,3,5,0,0,SHOTGUN,NO PLAY,,,50,OPP
3,8,21,2,4,0,2,UNDER CENTER,RUSH,,LEFT END,24,OPP
3,8,48,1,10,0,6,SHOTGUN,RUSH,,RIGHT END,30,OPP
3,9,23,1,10,1,15,SHOTGUN,RUSH,,RIGHT END,45,OPP
3,12,42,4,10,0,0,PUNT,PUNT,,,45,OPP
3,13,22,3,10,0,0,SHOTGUN,SACK,,,45,OPP
3,13,25,2,10,0,0,UNDER CENTER,PASS,SHORT RIGHT,,45,OPP
3,13,28,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,45,OPP
3,14,0,3,1,1,3,SHOTGUN,RUSH,,CENTER,48,OPP
2,4,14,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
2,4,20,1,3,1,3,UNDER CENTER,RUSH,,CENTER,3,OPP
2,4,24,1,7,0,3,SHOTGUN,PASS,SHORT LEFT,,7,OPP
2,5,9,2,6,1,13,SHOTGUN,PASS,SHORT RIGHT,,20,OPP
2,5,50,1,10,0,4,NO HUDDLE,RUSH,,LEFT END,24,OPP
2,8,24,0,0,1,0,UNDER CENTER,EXTRA POINT,,,15,OPP
2,8,27,3,2,1,2,SHOTGUN,PASS,SHORT RIGHT,,2,OPP
2,8,31,2,2,0,0,SHOTGUN,PASS,SHORT MIDDLE,,2,OPP
4,2,9,1,10,0,11,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN
4,2,1,1,15,0,0,SHOTGUN,PASS,DEEP LEFT,,20,OWN
4,1,53,0,0,1,0,UNDER CENTER,,,,0,OWN
4,1,53,2,15,1,28,SHOTGUN,PASS,DEEP RIGHT,,20,OWN
4,1,33,1,10,0,4,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,48,OWN
4,1,23,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,1,10,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,1,1,0,0,1,0,UNDER CENTER,TIMEOUT,,,0,OWN
4,0,0,0,0,1,0,UNDER CENTER,,,,0,OWN
3,12,43,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,10,16,1,10,0,2,SHOTGUN,RUSH,,LEFT GUARD,11,OWN
3,9,42,2,8,1,10,UNDER CENTER,PASS,SHORT RIGHT,,13,OWN
3,8,59,1,10,0,2,UNDER CENTER,SCRAMBLE,,,23,OWN
3,8,24,2,8,0,-1,SHOTGUN,RUSH,,RIGHT TACKLE,25,OWN
3,7,47,3,9,1,11,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,24,OWN
3,7,27,1,10,0,0,SHOTGUN,PASS,SHORT RIGHT,,35,OWN
3,7,24,2,10,1,16,UNDER CENTER,PASS,SHORT MIDDLE,,35,OWN
3,6,4,2,6,0,4,SHOTGUN,RUSH,,LEFT TACKLE,45,OPP
3,3,56,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
1,9,42,1,10,0,3,SHOTGUN,RUSH,,RIGHT END,20,OWN
1,9,19,2,7,0,1,SHOTGUN,RUSH,,RIGHT END,23,OWN
1,8,43,3,6,1,11,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,24,OWN
1,8,14,1,10,0,0,NO HUDDLE SHOTGUN,NO PLAY,,,35,OWN
1,7,57,1,15,1,19,SHOTGUN,PASS,DEEP RIGHT,,30,OWN
1,7,17,1,10,0,5,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,49,OWN
4,2,0,0,0,1,0,UNDER CENTER,,,,0,OWN
2,8,28,1,10,1,13,SHOTGUN,RUSH,,CENTER,35,OWN
2,7,53,1,10,0,0,UNDER CENTER,NO PLAY,,,48,OWN
2,1,7,1,10,0,6,SHOTGUN,PASS,SHORT LEFT,,24,OWN
2,1,2,2,4,0,0,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,30,OWN
2,0,59,3,4,1,23,SHOTGUN,PASS,SHORT RIGHT,,30,OWN
3,15,0,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
3,10,52,1,10,0,2,UNDER CENTER,RUSH,,RIGHT TACKLE,35,OWN
3,10,18,2,8,0,0,SHOTGUN,RUSH,,CENTER,37,OWN
3,9,38,3,8,0,0,SHOTGUN,NO PLAY,,,37,OWN
3,9,12,3,13,1,15,SHOTGUN,PASS,SHORT RIGHT,,32,OWN
3,8,48,1,10,0,-2,NO HUDDLE SHOTGUN,RUSH,,CENTER,47,OWN
3,4,45,0,0,1,0,UNDER CENTER,KICK OFF,,,35,OWN
4,14,47,1,10,0,3,UNDER CENTER,RUSH,,LEFT GUARD,20,OWN
4,14,6,2,7,0,0,SHOTGUN,PASS,SHORT RIGHT,,23,OWN
4,14,3,3,7,1,17,SHOTGUN,PASS,DEEP RIGHT,,23,OWN
4,13,24,1,10,0,21,UNDER CENTER,PASS,DEEP RIGHT,,40,OWN
4,10,11,1,10,0,0,UNDER CENTER,PASS,DEEP RIGHT,,35,OWN
4,10,5,2,10,0,2,UNDER CENTER,RUSH,,RIGHT END,35,OWN
4,9,28,3,8,0,0,SHOTGUN,PASS,SHORT RIGHT,,37,OWN
4,9,24,3,3,0,0,SHOTGUN,PASS,SHORT RIGHT,,42,OWN
4,9,21,4,3,0,0,PUNT,PUNT,,,42,OWN
4,7,42,1,10,0,7,SHOTGUN,PASS,SHORT RIGHT,,37,OWN
4,7,10,2,3,1,19,UNDER CENTER,PASS,SHORT MIDDLE,,44,OWN
